surname	frequency	cumulative_frequency	rank
Arnholt	0	88.146	65957
Arndorfer	0	88.146	65958
Armson	0	88.146	65959
Arment	0	88.147	65960
Arlotta	0	88.147	65961
Arlinghaus	0	88.147	65962
Arlia	0	88.147	65963
Arkema	0	88.147	65964
Arizaga	0	88.147	65965
Arisumi	0	88.147	65966
Aristide	0	88.147	65967
Aris	0	88.148	65968
Arif	0	88.148	65969
Ariano	0	88.148	65970
Arguilez	0	88.148	65971
Argudo	0	88.148	65972
Argrow	0	88.148	65973
Argiro	0	88.148	65974
Argetsinger	0	88.148	65975
Arfman	0	88.149	65976
Arenburg	0	88.149	65977
Aredondo	0	88.149	65978
Area	0	88.149	65979
Ardry	0	88.149	65980
Ardner	0	88.149	65981
Ardizone	0	88.149	65982
Arcudi	0	88.149	65983
Arcizo	0	88.15	65984
Arcila	0	88.15	65985
Archilla	0	88.15	65986
Archangel	0	88.15	65987
Arcega	0	88.15	65988
Arbucci	0	88.15	65989
Arato	0	88.15	65990
Arano	0	88.15	65991
Aran	0	88.151	65992
Aragan	0	88.151	65993
Apostol	0	88.151	65994
Apolito	0	88.151	65995
Apland	0	88.151	65996
Apkin	0	88.151	65997
Aperges	0	88.151	65998
Apalategui	0	88.151	65999
Apaez	0	88.152	66000
Anzora	0	88.152	66001
Antonsen	0	88.152	66002
Antolos	0	88.152	66003
Antolini	0	88.152	66004
Antman	0	88.152	66005
Anter	0	88.152	66006
Anspaugh	0	88.152	66007
Anselm	0	88.153	66008
Annonio	0	88.153	66009
Annichiarico	0	88.153	66010
Annibale	0	88.153	66011
Annarumo	0	88.153	66012
Anliker	0	88.153	66013
Ankrapp	0	88.153	66014
Ankenman	0	88.154	66015
Anhorn	0	88.154	66016
Angton	0	88.154	66017
Angrisano	0	88.154	66018
Angon	0	88.154	66019
Angolo	0	88.154	66020
Angleton	0	88.154	66021
Anglebrandt	0	88.154	66022
Anglea	0	88.155	66023
Anglade	0	88.155	66024
Angilletta	0	88.155	66025
Angeron	0	88.155	66026
Angelotti	0	88.155	66027
Angelbeck	0	88.155	66028
Angela	0	88.155	66029
Anez	0	88.155	66030
Andueza	0	88.156	66031
Andrulis	0	88.156	66032
Andronis	0	88.156	66033
Andreu	0	88.156	66034
Andreoni	0	88.156	66035
Andert	0	88.156	66036
Anderlik	0	88.156	66037
Anauo	0	88.156	66038
Anastasiades	0	88.157	66039
Ananias	0	88.157	66040
Anand	0	88.157	66041
Amuso	0	88.157	66042
Amrich	0	88.157	66043
Amr	0	88.157	66044
Amour	0	88.157	66045
Amoss	0	88.157	66046
Amorosi	0	88.158	66047
Amoako	0	88.158	66048
Amoah	0	88.158	66049
Ammirato	0	88.158	66050
Ammar	0	88.158	66051
Amirian	0	88.158	66052
Amiot	0	88.158	66053
Amidi	0	88.158	66054
Ameduri	0	88.159	66055
Amderson	0	88.159	66056
Ambuehl	0	88.159	66057
Amass	0	88.159	66058
Amanza	0	88.159	66059
Amadio	0	88.159	66060
Alwang	0	88.159	66061
Alwan	0	88.159	66062
Alvine	0	88.16	66063
Alvarran	0	88.16	66064
Alvarracin	0	88.16	66065
Alvanez	0	88.16	66066
Aluqdah	0	88.16	66067
Altshuler	0	88.16	66068
Altonen	0	88.16	66069
Altmiller	0	88.161	66070
Altken	0	88.161	66071
Altiery	0	88.161	66072
Althiser	0	88.161	66073
Altaras	0	88.161	66074
Alstrom	0	88.161	66075
Alstad	0	88.161	66076
Alsbury	0	88.161	66077
Alsberry	0	88.162	66078
Alquijay	0	88.162	66079
Alpha	0	88.162	66080
Alonza	0	88.162	66081
Aloia	0	88.162	66082
Alnas	0	88.162	66083
Almerico	0	88.162	66084
Almenar	0	88.162	66085
Almen	0	88.163	66086
Allwood	0	88.163	66087
Allstott	0	88.163	66088
Allridge	0	88.163	66089
Alleva	0	88.163	66090
Allenson	0	88.163	66091
Allenbaugh	0	88.163	66092
Allegretta	0	88.163	66093
Allegra	0	88.164	66094
Allbritten	0	88.164	66095
Allara	0	88.164	66096
Allamon	0	88.164	66097
Alken	0	88.164	66098
Alizadeh	0	88.164	66099
Alirez	0	88.164	66100
Alires	0	88.164	66101
Aline	0	88.165	66102
Alim	0	88.165	66103
Algire	0	88.165	66104
Algier	0	88.165	66105
Algien	0	88.165	66106
Alfonsi	0	88.165	66107
Alexy	0	88.165	66108
Alexnder	0	88.165	66109
Alessandroni	0	88.166	66110
Alert	0	88.166	66111
Alemany	0	88.166	66112
Aleksey	0	88.166	66113
Alderton	0	88.166	66114
Alderfer	0	88.166	66115
Aldava	0	88.166	66116
Aldapa	0	88.166	66117
Alconcel	0	88.167	66118
Albornoz	0	88.167	66119
Albini	0	88.167	66120
Albergotti	0	88.167	66121
Alben	0	88.167	66122
Albea	0	88.167	66123
Albang	0	88.167	66124
Alario	0	88.167	66125
Alamilla	0	88.168	66126
Alalem	0	88.168	66127
Akoni	0	88.168	66128
Akles	0	88.168	66129
Akande	0	88.168	66130
Akamine	0	88.168	66131
Ajasin	0	88.168	66132
Aiyer	0	88.169	66133
Aihara	0	88.169	66134
Ahrendes	0	88.169	66135
Aherns	0	88.169	66136
Aharoni	0	88.169	66137
Agunos	0	88.169	66138
Aguliar	0	88.169	66139
Aguillar	0	88.169	66140
Agudo	0	88.17	66141
Agoras	0	88.17	66142
Agnor	0	88.17	66143
Agni	0	88.17	66144
Agers	0	88.17	66145
Agel	0	88.17	66146
Aery	0	88.17	66147
Aerts	0	88.17	66148
Adon	0	88.171	66149
Adessa	0	88.171	66150
Aderson	0	88.171	66151
Aderman	0	88.171	66152
Adema	0	88.171	66153
Adelsberg	0	88.171	66154
Adelblue	0	88.171	66155
Adel	0	88.171	66156
Addiego	0	88.172	66157
Adas	0	88.172	66158
Adamcik	0	88.172	66159
Acquilla	0	88.172	66160
Ackmann	0	88.172	66161
Achterhof	0	88.172	66162
Achane	0	88.172	66163
Abuhl	0	88.172	66164
Abrial	0	88.173	66165
Abreau	0	88.173	66166
Aboulahoud	0	88.173	66167
Aboudi	0	88.173	66168
Ablao	0	88.173	66169
Abilez	0	88.173	66170
Abete	0	88.173	66171
Aberson	0	88.173	66172
Abelman	0	88.174	66173
Abelardo	0	88.174	66174
Abedelah	0	88.174	66175
Abdulmateen	0	88.174	66176
Abato	0	88.174	66177
Aas	0	88.174	66178
Aarestad	0	88.174	66179
Aanenson	0	88.174	66180
Zymowski	0	88.175	66181
Zyla	0	88.175	66182
Zybia	0	88.175	66183
Zwolski	0	88.175	66184
Zwigart	0	88.175	66185
Zuwkowski	0	88.175	66186
Zurovec	0	88.175	66187
Zurkuhlen	0	88.175	66188
Zuppa	0	88.175	66189
Zunich	0	88.176	66190
Zumpfe	0	88.176	66191
Zumalt	0	88.176	66192
Zulkowski	0	88.176	66193
Zulfer	0	88.176	66194
Zugg	0	88.176	66195
Zuerlein	0	88.176	66196
Zuehls	0	88.176	66197
Zuckerberg	0	88.176	66198
Zuchelkowski	0	88.177	66199
Zucchetto	0	88.177	66200
Zucca	0	88.177	66201
Zubrowski	0	88.177	66202
Zubizarreta	0	88.177	66203
Zsadanyi	0	88.177	66204
Zrake	0	88.177	66205
Zotti	0	88.177	66206
Zosel	0	88.177	66207
Zoltek	0	88.178	66208
Zolla	0	88.178	66209
Zogopoulos	0	88.178	66210
Zogby	0	88.178	66211
Zmek	0	88.178	66212
Zitzmann	0	88.178	66213
Zitzelberger	0	88.178	66214
Zirker	0	88.178	66215
Zinzow	0	88.179	66216
Zimick	0	88.179	66217
Zimerman	0	88.179	66218
Zilk	0	88.179	66219
Zigomalas	0	88.179	66220
Ziesman	0	88.179	66221
Ziernicki	0	88.179	66222
Zierke	0	88.179	66223
Zierk	0	88.179	66224
Zierenberg	0	88.18	66225
Zierden	0	88.18	66226
Ziems	0	88.18	66227
Zieger	0	88.18	66228
Ziebert	0	88.18	66229
Zicafoose	0	88.18	66230
Zic	0	88.18	66231
Zibell	0	88.18	66232
Ziada	0	88.18	66233
Ziad	0	88.181	66234
Zhen	0	88.181	66235
Zetzer	0	88.181	66236
Zetino	0	88.181	66237
Zerphey	0	88.181	66238
Zercher	0	88.181	66239
Zeran	0	88.181	66240
Zephyr	0	88.181	66241
Zelonis	0	88.181	66242
Zellinger	0	88.182	66243
Zelko	0	88.182	66244
Zeliff	0	88.182	66245
Zeleznik	0	88.182	66246
Zekria	0	88.182	66247
Zeidman	0	88.182	66248
Zehrer	0	88.182	66249
Zehrbach	0	88.182	66250
Zeherquist	0	88.182	66251
Zehender	0	88.183	66252
Zegar	0	88.183	66253
Zega	0	88.183	66254
Zechiel	0	88.183	66255
Zeccardi	0	88.183	66256
Zebracki	0	88.183	66257
Zeavala	0	88.183	66258
Zbierski	0	88.183	66259
Zaza	0	88.183	66260
Zayicek	0	88.184	66261
Zawistowski	0	88.184	66262
Zawasky	0	88.184	66263
Zavitz	0	88.184	66264
Zaverl	0	88.184	66265
Zavcedo	0	88.184	66266
Zavattieri	0	88.184	66267
Zavacky	0	88.184	66268
Zausch	0	88.184	66269
Zatorski	0	88.185	66270
Zarrabi	0	88.185	66271
Zarlingo	0	88.185	66272
Zarin	0	88.185	66273
Zarillo	0	88.185	66274
Zaren	0	88.185	66275
Zapel	0	88.185	66276
Zapatero	0	88.185	66277
Zantow	0	88.185	66278
Zant	0	88.186	66279
Zannini	0	88.186	66280
Zangger	0	88.186	66281
Zanfardino	0	88.186	66282
Zanardi	0	88.186	66283
Zan	0	88.186	66284
Zampella	0	88.186	66285
Zamoro	0	88.186	66286
Zamborano	0	88.186	66287
Zambelli	0	88.187	66288
Zalamea	0	88.187	66289
Zajdel	0	88.187	66290
Zais	0	88.187	66291
Zahourek	0	88.187	66292
Zaharek	0	88.187	66293
Zagulski	0	88.187	66294
Zagacki	0	88.187	66295
Zadina	0	88.187	66296
Zaczek	0	88.188	66297
Zachter	0	88.188	66298
Zachariah	0	88.188	66299
Zacchini	0	88.188	66300
Zabenko	0	88.188	66301
Zabbo	0	88.188	66302
Yuska	0	88.188	66303
Yuscak	0	88.188	66304
Yurovic	0	88.188	66305
Yurek	0	88.189	66306
Yunes	0	88.189	66307
Yumas	0	88.189	66308
Yuk	0	88.189	66309
Yudell	0	88.189	66310
Ysaguirre	0	88.189	66311
Yray	0	88.189	66312
Yozzo	0	88.189	66313
Yovan	0	88.189	66314
Youssefi	0	88.19	66315
Yousko	0	88.19	66316
Younghans	0	88.19	66317
Youmon	0	88.19	66318
Youla	0	88.19	66319
Yotter	0	88.19	66320
Yoshi	0	88.19	66321
Yoseph	0	88.19	66322
Yorck	0	88.19	66323
Yono	0	88.191	66324
Yoneoka	0	88.191	66325
Yonashiro	0	88.191	66326
Yomes	0	88.191	66327
Yokel	0	88.191	66328
Yoest	0	88.191	66329
Ynocencio	0	88.191	66330
Yewell	0	88.191	66331
Yetzer	0	88.191	66332
Yetsko	0	88.192	66333
Yerty	0	88.192	66334
Yeropoli	0	88.192	66335
Yerka	0	88.192	66336
Yergin	0	88.192	66337
Yenor	0	88.192	66338
Yem	0	88.192	66339
Yeley	0	88.192	66340
Yearego	0	88.192	66341
Yeakel	0	88.193	66342
Yazzle	0	88.193	66343
Yazzi	0	88.193	66344
Yazdani	0	88.193	66345
Yaws	0	88.193	66346
Yasika	0	88.193	66347
Yarwood	0	88.193	66348
Yarris	0	88.193	66349
Yaroch	0	88.193	66350
Yarmitsky	0	88.194	66351
Yara	0	88.194	66352
Yantzi	0	88.194	66353
Yannucci	0	88.194	66354
Yannayon	0	88.194	66355
Yannantuono	0	88.194	66356
Yankovski	0	88.194	66357
Yankovitch	0	88.194	66358
Yandow	0	88.194	66359
Yanchik	0	88.195	66360
Yanagihara	0	88.195	66361
Yanagida	0	88.195	66362
Yanacek	0	88.195	66363
Yamanoha	0	88.195	66364
Yamaki	0	88.195	66365
Yalon	0	88.195	66366
Yaklin	0	88.195	66367
Yake	0	88.195	66368
Yaiva	0	88.196	66369
Yaish	0	88.196	66370
Yahne	0	88.196	66371
Yafuso	0	88.196	66372
Yafaie	0	88.196	66373
Yacullo	0	88.196	66374
Yacovone	0	88.196	66375
Yacoub	0	88.196	66376
Xyong	0	88.196	66377
Xayasith	0	88.197	66378
Wyze	0	88.197	66379
Wyrostek	0	88.197	66380
Wynes	0	88.197	66381
Wyker	0	88.197	66382
Wygal	0	88.197	66383
Wybenga	0	88.197	66384
Wurz	0	88.197	66385
Wung	0	88.197	66386
Wueste	0	88.198	66387
Wubnig	0	88.198	66388
Wubbena	0	88.198	66389
Wubben	0	88.198	66390
Wrzesien	0	88.198	66391
Wrynn	0	88.198	66392
Wrightington	0	88.198	66393
Wride	0	88.198	66394
Wreyford	0	88.198	66395
Woytowich	0	88.199	66396
Woytek	0	88.199	66397
Wosick	0	88.199	66398
Workowski	0	88.199	66399
Worell	0	88.199	66400
Wordlow	0	88.199	66401
Worchester	0	88.199	66402
Wooward	0	88.199	66403
Woolhiser	0	88.199	66404
Woodlin	0	88.2	66405
Woodka	0	88.2	66406
Woodbeck	0	88.2	66407
Woodal	0	88.2	66408
Wondoloski	0	88.2	66409
Wonderling	0	88.2	66410
Wolsdorf	0	88.2	66411
Wolper	0	88.2	66412
Wollert	0	88.2	66413
Wollenburg	0	88.201	66414
Woline	0	88.201	66415
Wolfing	0	88.201	66416
Wolfensperger	0	88.201	66417
Wolbrecht	0	88.201	66418
Wojnowski	0	88.201	66419
Wojewoda	0	88.201	66420
Wojdak	0	88.201	66421
Wohlfeil	0	88.201	66422
Wohlert	0	88.202	66423
Woge	0	88.202	66424
Woelfl	0	88.202	66425
Wodicka	0	88.202	66426
Wobser	0	88.202	66427
Wobbe	0	88.202	66428
Wnukowski	0	88.202	66429
Wnorowski	0	88.202	66430
Wmith	0	88.202	66431
Wlodarek	0	88.203	66432
Wiza	0	88.203	66433
Witucki	0	88.203	66434
Wittrup	0	88.203	66435
Wittnebel	0	88.203	66436
Witthoeft	0	88.203	66437
Wittenbrink	0	88.203	66438
Wittbrodt	0	88.203	66439
Witkowsky	0	88.203	66440
Wisnowski	0	88.204	66441
Wisely	0	88.204	66442
Wirtzfeld	0	88.204	66443
Wirfs	0	88.204	66444
Wipfli	0	88.204	66445
Winterberg	0	88.204	66446
Winslette	0	88.204	66447
Winscott	0	88.204	66448
Winnicki	0	88.204	66449
Winnen	0	88.205	66450
Winik	0	88.205	66451
Wingeier	0	88.205	66452
Windsheimer	0	88.205	66453
Windrow	0	88.205	66454
Windhorst	0	88.205	66455
Windfield	0	88.205	66456
Windauer	0	88.205	66457
Wincapaw	0	88.205	66458
Win	0	88.206	66459
Wimbrow	0	88.206	66460
Wimble	0	88.206	66461
Wilund	0	88.206	66462
Wilshusen	0	88.206	66463
Wilsen	0	88.206	66464
Willock	0	88.206	66465
Willmert	0	88.206	66466
Willies	0	88.206	66467
Williemae	0	88.207	66468
Williamis	0	88.207	66469
Willia	0	88.207	66470
Willi	0	88.207	66471
Willeto	0	88.207	66472
Willborn	0	88.207	66473
Wilkus	0	88.207	66474
Wilkson	0	88.207	66475
Wilkoff	0	88.207	66476
Wildridge	0	88.208	66477
Wilczak	0	88.208	66478
Wilcut	0	88.208	66479
Wiklund	0	88.208	66480
Wiggan	0	88.208	66481
Wigand	0	88.208	66482
Wig	0	88.208	66483
Wiesemann	0	88.208	66484
Wieseman	0	88.208	66485
Wiersteiner	0	88.209	66486
Wienberg	0	88.209	66487
Wielock	0	88.209	66488
Wielgasz	0	88.209	66489
Wiegard	0	88.209	66490
Wiedrich	0	88.209	66491
Wiederholt	0	88.209	66492
Wieben	0	88.209	66493
Widjaja	0	88.209	66494
Widera	0	88.21	66495
Wide	0	88.21	66496
Wicklin	0	88.21	66497
Wickersheim	0	88.21	66498
Wiborg	0	88.21	66499
Wiatrowski	0	88.21	66500
Why	0	88.21	66501
Whittum	0	88.21	66502
Whittinghill	0	88.21	66503
Whittenbeck	0	88.211	66504
Whitiker	0	88.211	66505
Whitey	0	88.211	66506
Whiter	0	88.211	66507
Whitelightnin	0	88.211	66508
Whitcome	0	88.211	66509
Whisted	0	88.211	66510
Whirlow	0	88.211	66511
Whiles	0	88.211	66512
Whilden	0	88.212	66513
Whetzell	0	88.212	66514
Whelihan	0	88.212	66515
Wheeldon	0	88.212	66516
Wheater	0	88.212	66517
Whaltey	0	88.212	66518
Weynand	0	88.212	66519
Weyker	0	88.212	66520
Weydert	0	88.212	66521
Weuve	0	88.213	66522
Wetzstein	0	88.213	66523
Wetzell	0	88.213	66524
Westler	0	88.213	66525
Westermeier	0	88.213	66526
Westermark	0	88.213	66527
Westermann	0	88.213	66528
Westerhoff	0	88.213	66529
Westbrooke	0	88.213	66530
Weske	0	88.214	66531
Weser	0	88.214	66532
Werst	0	88.214	66533
Werremeyer	0	88.214	66534
Wernsman	0	88.214	66535
Wernex	0	88.214	66536
Wern	0	88.214	66537
Werme	0	88.214	66538
Werline	0	88.214	66539
Werk	0	88.215	66540
Wergin	0	88.215	66541
Werdlow	0	88.215	66542
Werderman	0	88.215	66543
Went	0	88.215	66544
Wensman	0	88.215	66545
Wenske	0	88.215	66546
Wendorff	0	88.215	66547
Welzel	0	88.215	66548
Weltha	0	88.216	66549
Wellinghoff	0	88.216	66550
Welding	0	88.216	66551
Weit	0	88.216	66552
Weissenbach	0	88.216	66553
Weispfenning	0	88.216	66554
Weismantle	0	88.216	66555
Weisbecker	0	88.216	66556
Weirauch	0	88.216	66557
Weinzierl	0	88.217	66558
Weinrib	0	88.217	66559
Weinland	0	88.217	66560
Weinfurter	0	88.217	66561
Weinburg	0	88.217	66562
Weiher	0	88.217	66563
Weig	0	88.217	66564
Weidower	0	88.217	66565
Weicht	0	88.217	66566
Weibe	0	88.218	66567
Wehking	0	88.218	66568
Weglage	0	88.218	66569
Wegiel	0	88.218	66570
Wedige	0	88.218	66571
Weckwerth	0	88.218	66572
Weatherington	0	88.218	66573
Weasel	0	88.218	66574
Weant	0	88.218	66575
Wealer	0	88.219	66576
Weagraff	0	88.219	66577
Weader	0	88.219	66578
Wayts	0	88.219	66579
Wayson	0	88.219	66580
Waymon	0	88.219	66581
Waygood	0	88.219	66582
Wayford	0	88.219	66583
Waychowsky	0	88.219	66584
Waverly	0	88.22	66585
Wattigny	0	88.22	66586
Watsky	0	88.22	66587
Watry	0	88.22	66588
Wates	0	88.22	66589
Watah	0	88.22	66590
Wasurick	0	88.22	66591
Wassam	0	88.22	66592
Waskom	0	88.22	66593
Waskin	0	88.221	66594
Washum	0	88.221	66595
Washpun	0	88.221	66596
Washler	0	88.221	66597
Waser	0	88.221	66598
Warzybok	0	88.221	66599
Warstler	0	88.221	66600
Warrilow	0	88.221	66601
Warran	0	88.221	66602
Waroway	0	88.222	66603
Warntz	0	88.222	66604
Warnberg	0	88.222	66605
Warmka	0	88.222	66606
Warmbrod	0	88.222	66607
Warlow	0	88.222	66608
Warlock	0	88.222	66609
Warde	0	88.222	66610
War	0	88.222	66611
Wapp	0	88.223	66612
Wantuck	0	88.223	66613
Wannlund	0	88.223	66614
Wannarka	0	88.223	66615
Wanko	0	88.223	66616
Wandell	0	88.223	66617
Walund	0	88.223	66618
Waltos	0	88.223	66619
Waltho	0	88.223	66620
Walstrum	0	88.224	66621
Walrod	0	88.224	66622
Walper	0	88.224	66623
Waln	0	88.224	66624
Wallwork	0	88.224	66625
Wallo	0	88.224	66626
Wallman	0	88.224	66627
Walliser	0	88.224	66628
Wallie	0	88.224	66629
Wallenbrock	0	88.225	66630
Wallau	0	88.225	66631
Walka	0	88.225	66632
Walizer	0	88.225	66633
Walgren	0	88.225	66634
Waley	0	88.225	66635
Walen	0	88.225	66636
Waldroop	0	88.225	66637
Walderon	0	88.225	66638
Wal	0	88.226	66639
Wakeford	0	88.226	66640
Waitz	0	88.226	66641
Waiss	0	88.226	66642
Waisanen	0	88.226	66643
Wais	0	88.226	66644
Wainkrantz	0	88.226	66645
Wahn	0	88.226	66646
Wahdan	0	88.226	66647
Wahba	0	88.227	66648
Wagnor	0	88.227	66649
Waggy	0	88.227	66650
Wagemann	0	88.227	66651
Wagatsuma	0	88.227	66652
Waffenschmidt	0	88.227	66653
Waegner	0	88.227	66654
Waddups	0	88.227	66655
Waddles	0	88.227	66656
Wadas	0	88.228	66657
Wacht	0	88.228	66658
Waas	0	88.228	66659
Waaga	0	88.228	66660
Vuoso	0	88.228	66661
Vukelj	0	88.228	66662
Vriens	0	88.228	66663
Vredeveld	0	88.228	66664
Vrbas	0	88.228	66665
Vranicar	0	88.229	66666
Vovak	0	88.229	66667
Votsmier	0	88.229	66668
Vostal	0	88.229	66669
Vorsburgh	0	88.229	66670
Vornes	0	88.229	66671
Vopava	0	88.229	66672
Vonseeger	0	88.229	66673
Vonschriltz	0	88.229	66674
Vonholt	0	88.23	66675
Vongsamphanh	0	88.23	66676
Vongkhamphanh	0	88.23	66677
Vongkhamchanh	0	88.23	66678
Vonfelden	0	88.23	66679
Voner	0	88.23	66680
Vondrasek	0	88.23	66681
Vondracek	0	88.23	66682
Vonderhaar	0	88.23	66683
Vonderahe	0	88.231	66684
Vonbank	0	88.231	66685
Volpone	0	88.231	66686
Volmar	0	88.231	66687
Vollmers	0	88.231	66688
Vollette	0	88.231	66689
Volinsky	0	88.231	66690
Volek	0	88.231	66691
Volbert	0	88.231	66692
Vojna	0	88.232	66693
Voigtlander	0	88.232	66694
Vogelzang	0	88.232	66695
Voeltz	0	88.232	66696
Voelkerding	0	88.232	66697
Vocelka	0	88.232	66698
Vljeric	0	88.232	66699
Vleming	0	88.232	66700
Vlchek	0	88.232	66701
Vizzi	0	88.233	66702
Vixayack	0	88.233	66703
Vixay	0	88.233	66704
Vivyan	0	88.233	66705
Vivion	0	88.233	66706
Vitrano	0	88.233	66707
Vitez	0	88.233	66708
Vitellaro	0	88.233	66709
Visounnaraj	0	88.233	66710
Visick	0	88.234	66711
Viscosi	0	88.234	66712
Virostko	0	88.234	66713
Virgile	0	88.234	66714
Virgadamo	0	88.234	66715
Virant	0	88.234	66716
Vintila	0	88.234	66717
Vinti	0	88.234	66718
Vint	0	88.234	66719
Vilven	0	88.235	66720
Vilt	0	88.235	66721
Villnave	0	88.235	66722
Villescaz	0	88.235	66723
Ville	0	88.235	66724
Villasis	0	88.235	66725
Villaplana	0	88.235	66726
Villao	0	88.235	66727
Villanveua	0	88.235	66728
Villanvera	0	88.236	66729
Villandry	0	88.236	66730
Villamayor	0	88.236	66731
Villamarin	0	88.236	66732
Villaluz	0	88.236	66733
Villaluazo	0	88.236	66734
Villaire	0	88.236	66735
Villacrusis	0	88.236	66736
Vilegas	0	88.236	66737
Vildosola	0	88.237	66738
Viker	0	88.237	66739
Vijil	0	88.237	66740
Vijayan	0	88.237	66741
Vigneau	0	88.237	66742
Vigilo	0	88.237	66743
Vigiano	0	88.237	66744
Vieu	0	88.237	66745
Vietzke	0	88.237	66746
Vierk	0	88.238	66747
Viengxay	0	88.238	66748
Vieau	0	88.238	66749
Vidas	0	88.238	66750
Vidaca	0	88.238	66751
Vicuna	0	88.238	66752
Vicueroa	0	88.238	66753
Vicenteno	0	88.238	66754
Vias	0	88.238	66755
Viard	0	88.239	66756
Viano	0	88.239	66757
Viale	0	88.239	66758
Viafara	0	88.239	66759
Vezza	0	88.239	66760
Vevea	0	88.239	66761
Vetterkind	0	88.239	66762
Vetterick	0	88.239	66763
Veto	0	88.239	66764
Vessar	0	88.24	66765
Vesperas	0	88.24	66766
Vesley	0	88.24	66767
Verwers	0	88.24	66768
Verunza	0	88.24	66769
Verso	0	88.24	66770
Versage	0	88.24	66771
Verrue	0	88.24	66772
Verrone	0	88.24	66773
Verrastro	0	88.241	66774
Verplanck	0	88.241	66775
Verone	0	88.241	66776
Vernazza	0	88.241	66777
Verlinden	0	88.241	66778
Verlin	0	88.241	66779
Verkuilen	0	88.241	66780
Verfaillie	0	88.241	66781
Venzor	0	88.241	66782
Venturelli	0	88.242	66783
Venskoske	0	88.242	66784
Venning	0	88.242	66785
Venneman	0	88.242	66786
Veneri	0	88.242	66787
Vendig	0	88.242	66788
Vence	0	88.242	66789
Veltkamp	0	88.242	66790
Velthuis	0	88.242	66791
Velovic	0	88.243	66792
Veller	0	88.243	66793
Velky	0	88.243	66794
Velega	0	88.243	66795
Velardes	0	88.243	66796
Veksler	0	88.243	66797
Veitinger	0	88.243	66798
Vehrenkamp	0	88.243	66799
Vegerano	0	88.243	66800
Vedovelli	0	88.244	66801
Veasman	0	88.244	66802
Vbiles	0	88.244	66803
Vautier	0	88.244	66804
Vaulet	0	88.244	66805
Vatterott	0	88.244	66806
Vasudevan	0	88.244	66807
Vasos	0	88.244	66808
Vasek	0	88.244	66809
Vasallo	0	88.245	66810
Varquez	0	88.245	66811
Varquera	0	88.245	66812
Varoz	0	88.245	66813
Varone	0	88.245	66814
Varisco	0	88.245	66815
Varieur	0	88.245	66816
Varanda	0	88.245	66817
Vanzie	0	88.245	66818
Vanwyck	0	88.246	66819
Vanwhy	0	88.246	66820
Vanweerd	0	88.246	66821
Vanwechel	0	88.246	66822
Vanvuren	0	88.246	66823
Vanvorst	0	88.246	66824
Vanveldhuize	0	88.246	66825
Vanuden	0	88.246	66826
Vantuyle	0	88.246	66827
Vantull	0	88.247	66828
Vansteenhuyse	0	88.247	66829
Vansteenberg	0	88.247	66830
Vanson	0	88.247	66831
Vansise	0	88.247	66832
Vanschoor	0	88.247	66833
Vanschoiack	0	88.247	66834
Vanrossum	0	88.247	66835
Vanosdol	0	88.247	66836
Vanos	0	88.248	66837
Vanorsouw	0	88.248	66838
Vanoni	0	88.248	66839
Vannuck	0	88.248	66840
Vanlinden	0	88.248	66841
Vanlier	0	88.248	66842
Vanlaere	0	88.248	66843
Vaninetti	0	88.248	66844
Vanhove	0	88.248	66845
Vanhoutte	0	88.249	66846
Vanhoecke	0	88.249	66847
Vanheusen	0	88.249	66848
Vanhamme	0	88.249	66849
Vanham	0	88.249	66850
Vangordon	0	88.249	66851
Vaneekelen	0	88.249	66852
Vandonsel	0	88.249	66853
Vandevanter	0	88.249	66854
Vandesande	0	88.25	66855
Vandernoot	0	88.25	66856
Vanderjagt	0	88.25	66857
Vanderiet	0	88.25	66858
Vanderhurst	0	88.25	66859
Vanderbie	0	88.25	66860
Vandawalker	0	88.25	66861
Vandaele	0	88.25	66862
Vanblaricum	0	88.251	66863
Vanbeveren	0	88.251	66864
Vanamerongen	0	88.251	66865
Vanamburgh	0	88.251	66866
Vanalstin	0	88.251	66867
Valtas	0	88.251	66868
Valme	0	88.251	66869
Vallow	0	88.251	66870
Vallotton	0	88.251	66871
Valliant	0	88.252	66872
Vallegos	0	88.252	66873
Vallar	0	88.252	66874
Valladores	0	88.252	66875
Valerino	0	88.252	66876
Valeriani	0	88.252	66877
Valela	0	88.252	66878
Valdo	0	88.252	66879
Valant	0	88.252	66880
Valado	0	88.253	66881
Vajnar	0	88.253	66882
Vais	0	88.253	66883
Vagnier	0	88.253	66884
Vadlamudi	0	88.253	66885
Vactor	0	88.253	66886
Vaccarello	0	88.253	66887
Vacarro	0	88.253	66888
Uzzo	0	88.253	66889
Uutela	0	88.254	66890
Utzig	0	88.254	66891
Useted	0	88.254	66892
Urtz	0	88.254	66893
Urtiz	0	88.254	66894
Urtiaga	0	88.254	66895
Urteaga	0	88.254	66896
Urquides	0	88.254	66897
Urmston	0	88.254	66898
Urmos	0	88.255	66899
Urbany	0	88.255	66900
Urbaez	0	88.255	66901
Uptmor	0	88.255	66902
Upole	0	88.255	66903
Uphold	0	88.255	66904
Uoy	0	88.255	66905
Unverzagt	0	88.255	66906
Unvarsky	0	88.255	66907
Unterseher	0	88.256	66908
Unterman	0	88.256	66909
Unglesbee	0	88.256	66910
Underdue	0	88.256	66911
Uncapher	0	88.256	66912
Umeh	0	88.256	66913
